DOID:0014667	disease of metabolism	ENSPHENO:0001066	Metabolic syndrome	false	
DOID:4603	epidermolytic hyperkeratosis	ENSPHENO:0000252	Bullous congenital ichthyosiform erythroderma	true	
DOID:4603	epidermolytic hyperkeratosis	ENSPHENO:0000483	EPIDERMOLYTIC HYPERKERATOSIS	false	
DOID:4603	epidermolytic hyperkeratosis	ENSPHENO:0000483	EPIDERMOLYTIC HYPERKERATOSIS	true	
DOID:4997	Camurati-Engelmann disease	ENSPHENO:0000255	CAMURATI-ENGELMANN DISEASE	false	
DOID:4997	Camurati-Engelmann disease	ENSPHENO:0000255	CAMURATI-ENGELMANN DISEASE	true	
DOID:5041	esophageal cancer	ENSPHENO:0000515	Esophageal cancer	false	
DOID:5041	esophageal cancer	ENSPHENO:0000515	Esophageal cancer	true	
DOID:5325	Roberts syndrome	ENSPHENO:0001388	ROBERTS SYNDROME	false	
DOID:5325	Roberts syndrome	ENSPHENO:0001388	ROBERTS SYNDROME	true	
DOID:5408	Paget's disease of bone	ENSPHENO:0001249	PAGET DISEASE OF BONE	false	
DOID:5408	Paget's disease of bone	ENSPHENO:0001249	PAGET DISEASE OF BONE	true	
DOID:5419	schizophrenia	ENSPHENO:0001477	Schizophrenia	false	
DOID:5419	schizophrenia	ENSPHENO:0001477	Schizophrenia	true	
DOID:5425	ovarian hyperstimulation syndrome	ENSPHENO:0001246	Ovarian hyperstimulation syndrome	false	
DOID:5425	ovarian hyperstimulation syndrome	ENSPHENO:0001246	Ovarian hyperstimulation syndrome	true	
DOID:5557	testicular germ cell cancer	ENSPHENO:0001562	Testicular germ cell cancer	false	
DOID:5557	testicular germ cell cancer	ENSPHENO:0001562	Testicular germ cell cancer	true	
DOID:5572	Beckwith-Wiedemann syndrome	ENSPHENO:0000162	BECKWITH-WIEDEMANN SYNDROME	false	
DOID:5572	Beckwith-Wiedemann syndrome	ENSPHENO:0000162	BECKWITH-WIEDEMANN SYNDROME	true	
DOID:5844	myocardial infarction	ENSPHENO:0001156	Myocardial infarction	false	
DOID:5844	myocardial infarction	ENSPHENO:0001156	Myocardial infarction	true	
DOID:585	nephrolithiasis	ENSPHENO:0001165	NEPHROLITHIASIS CALCIUM OXALATE	false	
DOID:585	nephrolithiasis	ENSPHENO:0001165	NEPHROLITHIASIS CALCIUM OXALATE	true	
DOID:594	panic disorder	ENSPHENO:0001306	Panic disorder	false	
DOID:594	panic disorder	ENSPHENO:0001306	Panic disorder	true	
DOID:6000	heart failure	ENSPHENO:0000791	Heart failure	false	
DOID:6000	heart failure	ENSPHENO:0000791	Heart failure	true	
DOID:6255	growth hormone secreting pituitary adenoma	ENSPHENO:0001276	PITUITARY ADENOMA GROWTH HORMONE-SECRETING	true	
DOID:635	acquired immunodeficiency syndrome	ENSPHENO:0000038	AIDS	false	
DOID:635	acquired immunodeficiency syndrome	ENSPHENO:0000038	AIDS	true	
DOID:6364	migraine	ENSPHENO:0001070	Migraine	false	
DOID:6364	migraine	ENSPHENO:0001070	Migraine	true	
DOID:6419	tetralogy of Fallot	ENSPHENO:0001564	Tetralogy of Fallot	false	
DOID:6419	tetralogy of Fallot	ENSPHENO:0001564	Tetralogy of Fallot	true	
DOID:678	progressive supranuclear palsy	ENSPHENO:0001332	Progressive Supranuclear Palsy	false	
DOID:678	progressive supranuclear palsy	ENSPHENO:0001332	Progressive Supranuclear Palsy	true	
DOID:684	hepatocellular carcinoma	ENSPHENO:0000803	Hepatocellular carcinoma	false	
DOID:684	hepatocellular carcinoma	ENSPHENO:0000803	Hepatocellular carcinoma	true	
DOID:7148	rheumatoid arthritis	ENSPHENO:0001410	Rheumatoid arthritis	false	
DOID:7148	rheumatoid arthritis	ENSPHENO:0001410	Rheumatoid arthritis	true	
DOID:768	retinoblastoma	ENSPHENO:0001379	RETINOBLASTOMA	false	
DOID:768	retinoblastoma	ENSPHENO:0001379	RETINOBLASTOMA	true	
DOID:8577	ulcerative colitis	ENSPHENO:0001602	Ulcerative colitis	false	
DOID:8577	ulcerative colitis	ENSPHENO:0001602	Ulcerative colitis	true	
DOID:8584	Burkitt's lymphoma	ENSPHENO:0000193	BURKITT LYMPHOMA	false	
DOID:8584	Burkitt's lymphoma	ENSPHENO:0000193	BURKITT LYMPHOMA	true	
DOID:859	holocarboxylase synthetase deficiency	ENSPHENO:0000810	Holocarboxylase synthetase deficiency	false	
DOID:859	holocarboxylase synthetase deficiency	ENSPHENO:0000810	Holocarboxylase synthetase deficiency	true	
DOID:8689	anorexia nervosa	ENSPHENO:0000137	Anorexia nervosa	false	
DOID:8689	anorexia nervosa	ENSPHENO:0000137	Anorexia nervosa	true	
DOID:8778	Crohn's disease	ENSPHENO:0000398	Crohn's disease	false	
DOID:8778	Crohn's disease	ENSPHENO:0000398	Crohn's disease	true	
DOID:8893	psoriasis	ENSPHENO:0001338	Psoriasis	false	
DOID:8893	psoriasis	ENSPHENO:0001338	Psoriasis	true	
DOID:893	Wilson disease	ENSPHENO:0001638	Wilson disease	false	
DOID:893	Wilson disease	ENSPHENO:0001638	Wilson disease	true	
DOID:8947	diabetic retinopathy	ENSPHENO:0000439	Diabetic retinopathy	false	
DOID:8947	diabetic retinopathy	ENSPHENO:0000439	Diabetic retinopathy	true	
DOID:8986	narcolepsy	ENSPHENO:0001186	Narcolepsy	false	
DOID:8986	narcolepsy	ENSPHENO:0001186	Narcolepsy	true	
DOID:9008	psoriatic arthritis	ENSPHENO:0001339	Psoriatic arthritis	false	
DOID:9008	psoriatic arthritis	ENSPHENO:0001339	Psoriatic arthritis	true	
DOID:905	Zellweger syndrome	ENSPHENO:0001646	ZELLWEGER SYNDROME	false	
DOID:905	Zellweger syndrome	ENSPHENO:0001646	ZELLWEGER SYNDROME	true	
DOID:9074	systemic lupus erythematosus	ENSPHENO:0001524	Systemic lupus erythematosus	false	
DOID:9074	systemic lupus erythematosus	ENSPHENO:0001524	Systemic lupus erythematosus	true	
DOID:9248	Pallister-Hall syndrome	ENSPHENO:0001250	PALLISTER-HALL SYNDROME	false	
DOID:9248	Pallister-Hall syndrome	ENSPHENO:0001250	PALLISTER-HALL SYNDROME	true	
DOID:9255	frontotemporal dementia	ENSPHENO:0000546	FRONTOTEMPORAL DEMENTIA	false	
DOID:9255	frontotemporal dementia	ENSPHENO:0000546	FRONTOTEMPORAL DEMENTIA	true	
DOID:9256	colorectal cancer	ENSPHENO:0000016	A colorectal cancer sample	false	
DOID:9256	colorectal cancer	ENSPHENO:0000382	Colorectal cancer	false	
DOID:9256	colorectal cancer	ENSPHENO:0000382	Colorectal cancer	true	
DOID:9261	nasopharynx carcinoma	ENSPHENO:0001187	Nasopharyngeal carcinoma	false	
DOID:9261	nasopharynx carcinoma	ENSPHENO:0001187	Nasopharyngeal carcinoma	true	
DOID:9266	cystinuria	ENSPHENO:0000347	CYSTINURIA	false	
DOID:9266	cystinuria	ENSPHENO:0000347	CYSTINURIA	true	
DOID:9270	alkaptonuria	ENSPHENO:0000124	Alkaptonuria	false	
DOID:9270	alkaptonuria	ENSPHENO:0000124	Alkaptonuria	true	
DOID:9271	ornithine carbamoyltransferase deficiency	ENSPHENO:0001220	ORNITHINE TRANSCARBAMYLASE DEFICIENCY	false	
DOID:9271	ornithine carbamoyltransferase deficiency	ENSPHENO:0001220	ORNITHINE TRANSCARBAMYLASE DEFICIENCY	true	
DOID:9278	hyperargininemia	ENSPHENO:0000139	Argininemia	false	
DOID:9278	hyperargininemia	ENSPHENO:0000139	Argininemia	true	
DOID:9281	phenylketonuria	ENSPHENO:0001314	Phenylketonuria	false	
DOID:9281	phenylketonuria	ENSPHENO:0001314	Phenylketonuria	true	
DOID:9352	type 2 diabetes mellitus	ENSPHENO:0000422	DIABETES MELLITUS NONINSULIN-DEPENDENT	false	
DOID:9352	type 2 diabetes mellitus	ENSPHENO:0000422	DIABETES MELLITUS NONINSULIN-DEPENDENT	true	
DOID:9538	multiple myeloma	ENSPHENO:0001040	MYELOMA MULTIPLE	true	
DOID:9955	hypoplastic left heart syndrome	ENSPHENO:0000818	Hypoplastic left heart syndrome	false	
DOID:9955	hypoplastic left heart syndrome	ENSPHENO:0000818	Hypoplastic left heart syndrome	true	
DOID:9970	obesity	ENSPHENO:0001232	Obesity	false	
DOID:9970	obesity	ENSPHENO:0001232	Obesity	true	
ENSPHENO:0000014	A breast cancer sample	DOID:1612	breast cancer	false	
ENSPHENO:0000014	A breast cancer sample	DOID:1612	breast cancer	true	
ENSPHENO:0000015	A colon cancer sample	DOID:219	colon cancer	false	
ENSPHENO:0000015	A colon cancer sample	DOID:219	colon cancer	true	
ENSPHENO:0000016	A colorectal cancer sample	DOID:9256	colorectal cancer	false	
ENSPHENO:0000022	ACRODERMATITIS ENTEROPATHICA	DOID:0050605	acrodermatitis enteropathica	false	
ENSPHENO:0000022	ACRODERMATITIS ENTEROPATHICA	DOID:0050605	acrodermatitis enteropathica	true	
ENSPHENO:0000030	ADULT SYNDROME	DOID:0050601	ADULT syndrome	false	
ENSPHENO:0000030	ADULT SYNDROME	DOID:0050601	ADULT syndrome	true	
ENSPHENO:0000038	AIDS	DOID:635	acquired immunodeficiency syndrome	false	
ENSPHENO:0000038	AIDS	DOID:635	acquired immunodeficiency syndrome	true	
ENSPHENO:0000053	ALLAN-HERNDON-DUDLEY SYNDROME	DOID:0050631	Allan-Herndon-Dudley syndrome	false	
ENSPHENO:0000053	ALLAN-HERNDON-DUDLEY SYNDROME	DOID:0050631	Allan-Herndon-Dudley syndrome	true	
ENSPHENO:0000054	ALLERGIC RHINITIS	DOID:4481	allergic rhinitis	false	
ENSPHENO:0000054	ALLERGIC RHINITIS	DOID:4481	allergic rhinitis	true	
ENSPHENO:0000067	AMYLOIDOSIS FAMILIAL VISCERAL	DOID:0050636	familial visceral amyloidosis	false	
ENSPHENO:0000067	AMYLOIDOSIS FAMILIAL VISCERAL	DOID:0050636	familial visceral amyloidosis	true	
ENSPHENO:0000068	AMYLOIDOSIS HEREDITARY TRANSTHYRETIN-RELATED	DOID:0050638	transthyretin amyloidosis	false	
ENSPHENO:0000068	AMYLOIDOSIS HEREDITARY TRANSTHYRETIN-RELATED	DOID:0050638	transthyretin amyloidosis	true	
ENSPHENO:0000080	ANONYCHIA CONGENITA	DOID:0050643	anonychia congenita	false	
ENSPHENO:0000080	ANONYCHIA CONGENITA	DOID:0050643	anonychia congenita	true	
ENSPHENO:0000081	APLASTIC ANEMIA	DOID:12449	aplastic anemia	false	
ENSPHENO:0000081	APLASTIC ANEMIA	DOID:12449	aplastic anemia	true	
ENSPHENO:0000084	ARGININOSUCCINIC ACIDURIA	DOID:14755	argininosuccinic aciduria	false	
ENSPHENO:0000084	ARGININOSUCCINIC ACIDURIA	DOID:14755	argininosuccinic aciduria	true	
ENSPHENO:0000087	ARTS SYNDROME	DOID:0050647	Arts syndrome	false	
ENSPHENO:0000087	ARTS SYNDROME	DOID:0050647	Arts syndrome	true	
ENSPHENO:0000112	Age-related macular degeneration	DOID:10871	age related macular degeneration	false	
ENSPHENO:0000112	Age-related macular degeneration	DOID:10871	age related macular degeneration	true	
ENSPHENO:0000123	Alexander disease	DOID:4252	Alexander disease	false	
ENSPHENO:0000123	Alexander disease	DOID:4252	Alexander disease	true	
ENSPHENO:0000124	Alkaptonuria	DOID:9270	alkaptonuria	false	
ENSPHENO:0000124	Alkaptonuria	DOID:9270	alkaptonuria	true	
ENSPHENO:0000125	Alopecia universalis congenita	DOID:0050634	alopecia universalis	false	
ENSPHENO:0000125	Alopecia universalis congenita	DOID:0050634	alopecia universalis	true	
ENSPHENO:0000126	Alternating hemiplegia of childhood	DOID:0050635	alternating hemiplegia of childhood	false	
ENSPHENO:0000126	Alternating hemiplegia of childhood	DOID:0050635	alternating hemiplegia of childhood	true	
ENSPHENO:0000128	Alzheimer's disease	DOID:10652	Alzheimer's disease	false	
ENSPHENO:0000128	Alzheimer's disease	DOID:10652	Alzheimer's disease	true	
ENSPHENO:0000135	Amyotrophic lateral sclerosis	DOID:332	amyotrophic lateral sclerosis	false	
ENSPHENO:0000135	Amyotrophic lateral sclerosis	DOID:332	amyotrophic lateral sclerosis	true	
ENSPHENO:0000137	Anorexia nervosa	DOID:8689	anorexia nervosa	false	
ENSPHENO:0000137	Anorexia nervosa	DOID:8689	anorexia nervosa	true	
ENSPHENO:0000139	Argininemia	DOID:9278	hyperargininemia	false	
ENSPHENO:0000139	Argininemia	DOID:9278	hyperargininemia	true	
ENSPHENO:0000142	Asperger disorder	DOID:0050432	Asperger syndrome	false	
ENSPHENO:0000143	Asthma	DOID:2841	asthma	false	
ENSPHENO:0000143	Asthma	DOID:2841	asthma	true	
ENSPHENO:0000150	Attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	false	
ENSPHENO:0000150	Attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	true	
ENSPHENO:0000154	Autism	DOID:12849	autistic disorder	false	
ENSPHENO:0000154	Autism	DOID:12849	autistic disorder	true	
ENSPHENO:0000155	BARDET-BIEDL SYNDROME	DOID:1935	Bardet-Biedl syndrome	false	
ENSPHENO:0000155	BARDET-BIEDL SYNDROME	DOID:1935	Bardet-Biedl syndrome	true	
ENSPHENO:0000162	BECKWITH-WIEDEMANN SYNDROME	DOID:5572	Beckwith-Wiedemann syndrome	false	
ENSPHENO:0000162	BECKWITH-WIEDEMANN SYNDROME	DOID:5572	Beckwith-Wiedemann syndrome	true	
ENSPHENO:0000166	BEST MACULAR DYSTROPHY	DOID:0050661	vitelliform macular dystrophy	false	
ENSPHENO:0000166	BEST MACULAR DYSTROPHY	DOID:0050661	vitelliform macular dystrophy	true	
ENSPHENO:0000167	BETA-THALASSEMIA	DOID:12241	beta thalassemia	false	
ENSPHENO:0000167	BETA-THALASSEMIA	DOID:12241	beta thalassemia	true	
ENSPHENO:0000172	BLAU SYNDROME	DOID:0050678	Blau syndrome	false	
ENSPHENO:0000172	BLAU SYNDROME	DOID:0050678	Blau syndrome	true	
ENSPHENO:0000193	BURKITT LYMPHOMA	DOID:8584	Burkitt's lymphoma	false	
ENSPHENO:0000193	BURKITT LYMPHOMA	DOID:8584	Burkitt's lymphoma	true	
ENSPHENO:0000197	Bernard-Soulier syndrome	DOID:2217	Bernard-Soulier syndrome	false	
ENSPHENO:0000197	Bernard-Soulier syndrome	DOID:2217	Bernard-Soulier syndrome	true	
ENSPHENO:0000198	Biliary atresia	DOID:13608	biliary atresia	false	
ENSPHENO:0000198	Biliary atresia	DOID:13608	biliary atresia	true	
ENSPHENO:0000203	Bipolar disorder	DOID:3312	bipolar disorder	false	
ENSPHENO:0000203	Bipolar disorder	DOID:3312	bipolar disorder	true	
ENSPHENO:0000205	Bladder cancer	DOID:11054	urinary bladder cancer	false	
ENSPHENO:0000205	Bladder cancer	DOID:11054	urinary bladder cancer	true	
ENSPHENO:0000250	Breast cancer	DOID:1612	breast cancer	false	
ENSPHENO:0000250	Breast cancer	DOID:1612	breast cancer	true	
ENSPHENO:0000252	Bullous congenital ichthyosiform erythroderma	DOID:4603	epidermolytic hyperkeratosis	false	
ENSPHENO:0000252	Bullous congenital ichthyosiform erythroderma	DOID:4603	epidermolytic hyperkeratosis	true	
ENSPHENO:0000255	CAMURATI-ENGELMANN DISEASE	DOID:4997	Camurati-Engelmann disease	false	
ENSPHENO:0000255	CAMURATI-ENGELMANN DISEASE	DOID:4997	Camurati-Engelmann disease	true	
ENSPHENO:0000262	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC	DOID:11986	familial hypertrophic cardiomyopathy	false	
ENSPHENO:0000262	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC	DOID:11986	familial hypertrophic cardiomyopathy	true	
ENSPHENO:0000279	CENTRAL CORE DISEASE	DOID:3529	central core myopathy	false	
ENSPHENO:0000279	CENTRAL CORE DISEASE	DOID:3529	central core myopathy	true	
ENSPHENO:0000291	CHARCOT-MARIE-TOOTH DISEASE TYPE 1A	DOID:0050538	Charcot-Marie-Tooth disease type 1	false	
ENSPHENO:0000291	CHARCOT-MARIE-TOOTH DISEASE TYPE 1A	DOID:0050538	Charcot-Marie-Tooth disease type 1	true	
ENSPHENO:0000309	CLEIDOCRANIAL DYSPLASIA	DOID:13994	cleidocranial dysplasia	false	
ENSPHENO:0000309	CLEIDOCRANIAL DYSPLASIA	DOID:13994	cleidocranial dysplasia	true	
ENSPHENO:0000347	CYSTINURIA	DOID:9266	cystinuria	false	
ENSPHENO:0000347	CYSTINURIA	DOID:9266	cystinuria	true	
ENSPHENO:0000349	Canavan disease	DOID:3613	Canavan disease	false	
ENSPHENO:0000349	Canavan disease	DOID:3613	Canavan disease	true	
ENSPHENO:0000352	Cannabis dependence	DOID:1849	cannabis dependence	false	
ENSPHENO:0000352	Cannabis dependence	DOID:1849	cannabis dependence	true	
ENSPHENO:0000362	Celiac disease	DOID:10608	celiac disease	false	
ENSPHENO:0000362	Celiac disease	DOID:10608	celiac disease	true	
ENSPHENO:0000370	Chediak-Higashi syndrome	DOID:2935	Chediak-Higashi syndrome	false	
ENSPHENO:0000370	Chediak-Higashi syndrome	DOID:2935	Chediak-Higashi syndrome	true	
ENSPHENO:0000371	Cherubism	DOID:1856	cherubism	false	
ENSPHENO:0000371	Cherubism	DOID:1856	cherubism	true	
ENSPHENO:0000377	Chronic lymphocytic leukemia	DOID:1040	chronic lymphocytic leukemia	false	
ENSPHENO:0000377	Chronic lymphocytic leukemia	DOID:1040	chronic lymphocytic leukemia	true	
ENSPHENO:0000378	Chronic obstructive pulmonary disease	DOID:3083	chronic obstructive pulmonary disease	false	
ENSPHENO:0000378	Chronic obstructive pulmonary disease	DOID:3083	chronic obstructive pulmonary disease	true	
ENSPHENO:0000382	Colorectal cancer	DOID:9256	colorectal cancer	false	
ENSPHENO:0000382	Colorectal cancer	DOID:9256	colorectal cancer	true	
ENSPHENO:0000392	Coronary heart disease	DOID:3393	coronary heart disease	false	
ENSPHENO:0000392	Coronary heart disease	DOID:3393	coronary heart disease	true	
ENSPHENO:0000395	Craniofrontonasal syndrome	DOID:14737	craniofrontonasal syndrome	false	
ENSPHENO:0000395	Craniofrontonasal syndrome	DOID:14737	craniofrontonasal syndrome	true	
ENSPHENO:0000398	Crohn's disease	DOID:8778	Crohn's disease	false	
ENSPHENO:0000398	Crohn's disease	DOID:8778	Crohn's disease	true	
ENSPHENO:0000401	Cryptorchidism	DOID:11383	cryptorchidism	false	
ENSPHENO:0000401	Cryptorchidism	DOID:11383	cryptorchidism	true	
ENSPHENO:0000402	Cystic fibrosis	DOID:1485	cystic fibrosis	false	
ENSPHENO:0000402	Cystic fibrosis	DOID:1485	cystic fibrosis	true	
ENSPHENO:0000422	DIABETES MELLITUS NONINSULIN-DEPENDENT	DOID:9352	type 2 diabetes mellitus	false	
ENSPHENO:0000422	DIABETES MELLITUS NONINSULIN-DEPENDENT	DOID:9352	type 2 diabetes mellitus	true	
ENSPHENO:0000429	DONOHUE SYNDROME	DOID:0050470	Donohue Syndrome	false	
ENSPHENO:0000429	DONOHUE SYNDROME	DOID:0050470	Donohue Syndrome	true	
ENSPHENO:0000439	Diabetic retinopathy	DOID:8947	diabetic retinopathy	false	
ENSPHENO:0000439	Diabetic retinopathy	DOID:8947	diabetic retinopathy	true	
ENSPHENO:0000443	Dilated cardiomyopathy	DOID:12930	dilated cardiomyopathy	false	
ENSPHENO:0000443	Dilated cardiomyopathy	DOID:12930	dilated cardiomyopathy	true	
ENSPHENO:0000474	ENDOMETRIAL CANCER	DOID:1380	endometrial cancer	false	
ENSPHENO:0000474	ENDOMETRIAL CANCER	DOID:1380	endometrial cancer	true	
ENSPHENO:0000483	EPIDERMOLYTIC HYPERKERATOSIS	DOID:4603	epidermolytic hyperkeratosis	false	
ENSPHENO:0000483	EPIDERMOLYTIC HYPERKERATOSIS	DOID:4603	epidermolytic hyperkeratosis	true	
ENSPHENO:0000515	Esophageal cancer	DOID:5041	esophageal cancer	false	
ENSPHENO:0000515	Esophageal cancer	DOID:5041	esophageal cancer	true	
ENSPHENO:0000526	FAMILIAL MEDITERRANEAN FEVER	DOID:2987	familial Mediterranean fever	false	
ENSPHENO:0000526	FAMILIAL MEDITERRANEAN FEVER	DOID:2987	familial Mediterranean fever	true	
ENSPHENO:0000545	FRIEDREICH ATAXIA	DOID:12705	Friedreich ataxia	false	
ENSPHENO:0000545	FRIEDREICH ATAXIA	DOID:12705	Friedreich ataxia	true	
ENSPHENO:0000546	FRONTOTEMPORAL DEMENTIA	DOID:9255	frontotemporal dementia	false	
ENSPHENO:0000546	FRONTOTEMPORAL DEMENTIA	DOID:9255	frontotemporal dementia	true	
ENSPHENO:0000549	FUCOSIDOSIS	DOID:14500	fucosidosis	false	
ENSPHENO:0000549	FUCOSIDOSIS	DOID:14500	fucosidosis	true	
ENSPHENO:0000553	Fabry disease	DOID:14499	Fabry disease	false	
ENSPHENO:0000553	Fabry disease	DOID:14499	Fabry disease	true	
ENSPHENO:0000554	Factor XI deficiency	DOID:2229	factor XI deficiency	false	
ENSPHENO:0000554	Factor XI deficiency	DOID:2229	factor XI deficiency	true	
ENSPHENO:0000558	Familial hypercholesterolemia	DOID:13810	familial hypercholesterolemia	false	
ENSPHENO:0000558	Familial hypercholesterolemia	DOID:13810	familial hypercholesterolemia	true	
ENSPHENO:0000563	Fanconi anemia	DOID:13636	Fanconi's anemia	false	
ENSPHENO:0000563	Fanconi anemia	DOID:13636	Fanconi's anemia	true	
ENSPHENO:0000572	GALACTOKINASE DEFICIENCY	DOID:14695	galactokinase deficiency	false	
ENSPHENO:0000572	GALACTOKINASE DEFICIENCY	DOID:14695	galactokinase deficiency	true	
ENSPHENO:0000575	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS	DOID:0060170	generalized epilepsy with febrile seizures plus	false	
ENSPHENO:0000575	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS	DOID:0060170	generalized epilepsy with febrile seizures plus	true	
ENSPHENO:0000577	GERSTMANN-STRAUSSLER DISEASE	DOID:4249	Gerstmann-Straussler-Scheinker disease	false	
ENSPHENO:0000577	GERSTMANN-STRAUSSLER DISEASE	DOID:4249	Gerstmann-Straussler-Scheinker disease	true	
ENSPHENO:0000588	GLYCOGEN STORAGE DISEASE III	DOID:2748	glycogen storage disease III	false	
ENSPHENO:0000588	GLYCOGEN STORAGE DISEASE III	DOID:2748	glycogen storage disease III	true	
ENSPHENO:0000593	GLYCOGEN STORAGE DISEASE VI	DOID:2754	glycogen storage disease VI	false	
ENSPHENO:0000593	GLYCOGEN STORAGE DISEASE VI	DOID:2754	glycogen storage disease VI	true	
ENSPHENO:0000604	Gaucher disease	DOID:1926	Gaucher's disease	false	
ENSPHENO:0000604	Gaucher disease	DOID:1926	Gaucher's disease	true	
ENSPHENO:0000608	Gilbert syndrome	DOID:2739	Gilbert syndrome	false	
ENSPHENO:0000608	Gilbert syndrome	DOID:2739	Gilbert syndrome	true	
ENSPHENO:0000609	Glaucoma	DOID:1686	glaucoma	false	
ENSPHENO:0000609	Glaucoma	DOID:1686	glaucoma	true	
ENSPHENO:0000613	Glioma	DOID:3070	malignant glioma	false	
ENSPHENO:0000613	Glioma	DOID:3070	malignant glioma	true	
ENSPHENO:0000618	Graves' disease	DOID:12361	Graves' disease	false	
ENSPHENO:0000618	Graves' disease	DOID:12361	Graves' disease	true	
ENSPHENO:0000728	HEMOPHILIA B	DOID:12259	hemophilia B	false	
ENSPHENO:0000728	HEMOPHILIA B	DOID:12259	hemophilia B	true	
ENSPHENO:0000741	HISTIDINEMIA	DOID:0060168	histidinemia	false	
ENSPHENO:0000741	HISTIDINEMIA	DOID:0060168	histidinemia	true	
ENSPHENO:0000751	HUNTINGTON DISEASE	DOID:12858	Huntington's disease	false	
ENSPHENO:0000751	HUNTINGTON DISEASE	DOID:12858	Huntington's disease	true	
ENSPHENO:0000770	HYPOGONADOTROPIC HYPOGONADISM	DOID:1921	Klinefelter's syndrome	false	
ENSPHENO:0000770	HYPOGONADOTROPIC HYPOGONADISM	DOID:1921	Klinefelter's syndrome	true	
ENSPHENO:0000791	Heart failure	DOID:6000	heart failure	false	
ENSPHENO:0000791	Heart failure	DOID:6000	heart failure	true	
ENSPHENO:0000802	Hepatitis B	DOID:2043	hepatitis B	false	
ENSPHENO:0000802	Hepatitis B	DOID:2043	hepatitis B	true	
ENSPHENO:0000803	Hepatocellular carcinoma	DOID:684	hepatocellular carcinoma	false	
ENSPHENO:0000803	Hepatocellular carcinoma	DOID:684	hepatocellular carcinoma	true	
ENSPHENO:0000810	Holocarboxylase synthetase deficiency	DOID:859	holocarboxylase synthetase deficiency	false	
ENSPHENO:0000810	Holocarboxylase synthetase deficiency	DOID:859	holocarboxylase synthetase deficiency	true	
ENSPHENO:0000813	Hutchinson-Gilford progeria syndrome	DOID:3911	progeria	false	
ENSPHENO:0000813	Hutchinson-Gilford progeria syndrome	DOID:3911	progeria	true	
ENSPHENO:0000814	Hypertension	DOID:10763	hypertension	false	
ENSPHENO:0000814	Hypertension	DOID:10763	hypertension	true	
ENSPHENO:0000816	Hypochondroplasia	DOID:0080041	hypochondroplasia	false	
ENSPHENO:0000816	Hypochondroplasia	DOID:0080041	hypochondroplasia	true	
ENSPHENO:0000818	Hypoplastic left heart syndrome	DOID:9955	hypoplastic left heart syndrome	false	
ENSPHENO:0000818	Hypoplastic left heart syndrome	DOID:9955	hypoplastic left heart syndrome	true	
ENSPHENO:0000819	Hypospadias	DOID:10892	hypospadias	false	
ENSPHENO:0000819	Hypospadias	DOID:10892	hypospadias	true	
ENSPHENO:0000849	ISOVALERIC ACIDEMIA	DOID:14753	isovaleric acidemia	false	
ENSPHENO:0000849	ISOVALERIC ACIDEMIA	DOID:14753	isovaleric acidemia	true	
ENSPHENO:0000855	Inflammatory bowel disease	DOID:0050589	inflammatory bowel disease	false	
ENSPHENO:0000855	Inflammatory bowel disease	DOID:0050589	inflammatory bowel disease	true	
ENSPHENO:0000859	Intracranial aneurysm	DOID:10941	intracranial aneurysm	false	
ENSPHENO:0000859	Intracranial aneurysm	DOID:10941	intracranial aneurysm	true	
ENSPHENO:0000875	KNUCKLE PADS LEUKONYCHIA AND SENSORINEURAL DEAFNESS	DOID:0050658	Bart-Pumphrey syndrome	false	
ENSPHENO:0000875	KNUCKLE PADS LEUKONYCHIA AND SENSORINEURAL DEAFNESS	DOID:0050658	Bart-Pumphrey syndrome	true	
ENSPHENO:0000883	LADD SYNDROME	DOID:0050331	LADD syndrome	false	
ENSPHENO:0000883	LADD SYNDROME	DOID:0050331	LADD syndrome	true	
ENSPHENO:0000922	Leprechaunism	DOID:0050470	Donohue Syndrome	false	
ENSPHENO:0000922	Leprechaunism	DOID:0050470	Donohue Syndrome	true	
ENSPHENO:0000923	Leprosy	DOID:1024	leprosy	false	
ENSPHENO:0000923	Leprosy	DOID:1024	leprosy	true	
ENSPHENO:0000924	Leukodystrophy globoid cell	DOID:10587	Krabbe disease	false	
ENSPHENO:0000924	Leukodystrophy globoid cell	DOID:10587	Krabbe disease	true	
ENSPHENO:0000925	Leukodystrophy metachromatic	DOID:10581	metachromatic leukodystrophy	false	
ENSPHENO:0000925	Leukodystrophy metachromatic	DOID:10581	metachromatic leukodystrophy	true	
ENSPHENO:0000926	Li-Fraumeni syndrome	DOID:3012	Li-Fraumeni syndrome	false	
ENSPHENO:0000926	Li-Fraumeni syndrome	DOID:3012	Li-Fraumeni syndrome	true	
ENSPHENO:0000947	Lung cancer	DOID:1324	lung cancer	false	
ENSPHENO:0000947	Lung cancer	DOID:1324	lung cancer	true	
ENSPHENO:0000947	Lung cancer	DOID:3905	lung carcinoma	false	
ENSPHENO:0000947	Lung cancer	DOID:3905	lung carcinoma	true	
